Provider_Number,STATUS,FYB,FYE,Hospital_Name,Street_Address,City,PO_Box,State,Zip_Code,County,MSA,RPT_REC_NUM,FY,IME_PART_A,IME_PART_C,IME_Capital_PPS,Total_IME_Payments,DSH_Part_A,DSH_Part_C,Total_DSH_Payments,DGME_Part_A_and_C,DGME_Part_B,Total_DGME_Payments,Hospital_Beds,Labor_Delivery_Beds,Total_Hosp_Beds,Total_Hosp_Medicare_Days,Total_Hosp_Medicaid_Days,Total_Hosp_Days,Total_Hosp_Bed_Days_Available,Interns_and_Residents,Total_Hosp_Employees_on_Payroll,Total_Hosp_Nonpaid_Workers,Total_Hosp_CHIP_Discharges,Total_Hosp_Medicare_Discharges,Total_Hosp_Medicaid_Discharges,Total_Hosp_Discharges,Medicaid_HMO_Discharges,Medicaid_HMO_IPF_Subp_Discharges,Medicaid_HMO_IRF_Subp_Discharges,Medicaid_IPF_Subp_Discharges,Medicaid_IRF_Subp_Discharges,Total_IPF_Subp_Discharges,Total_IRF_Subp_Discharges
454147,AS_SUBMITTED,01/01/2023,12/31/2023,OCEANS BEHAVIORAL HOSPITAL PASADENA,4001 PRESTON ROAD,PASADENA,SUITE 150,TX,77505,HARRIS,3360,774796,2023,0,0,0,0,0,0,0,0,0,0,30,0,30,2595,0,8022,10950,0,61.5,0,0,214,0,753,0,0,0,0,0,0,0
454148,SETTLED,01/01/2023,12/31/2023,PERIMETER HOSPITAL OF ARLINGTON,7000 US HIGHWAY 287,ARLINGTON,,TX,76001,TARRANT,2800,777142,2023,0,0,0,0,0,0,0,0,0,0,88,0,88,0,298,23065,32120,0,152.7,0,0,0,37,2525,1523,0,0,0,0,0,0
454149,SETTLED,01/01/2023,12/31/2023,PERIMETER BEHAVIORAL HOSPITAL OF DAL,2696 W WALNUT STREET,GARLAND,,TX,75042,,1920,779581,2023,0,0,0,0,0,0,0,0,0,0,100,0,100,736,872,19783,36500,0,153.7,0,0,59,116,2189,1222,0,0,0,0,0,0
454150,AS_SUBMITTED,01/01/2023,12/31/2023,OCEANS BEHAVIORAL HOSPITAL WACO,5931 CROSSLAKE PKWY,WACO,,TX,76712,MC LENNAN,8800,774797,2023,0,0,0,0,0,0,0,0,0,0,48,0,48,3647,0,13423,17520,0,98.25,0,0,238,0,1018,0,0,0,0,0,0,0
454151,SETTLED,01/01/2023,12/31/2023,MEDICAL BEHAVIORAL HOSPITAL OF CLEAR,16850 BUCHANEER LANE,HOUSTON,,TX,77058,HARRIS,3360,784199,2023,0,0,0,0,0,0,0,0,0,0,92,0,92,2556,193,17457,33580,0,68.01,0,0,166,15,1496,391,0,0,0,0,0,0
454152,SETTLED,06/01/2023,05/31/2024,CANYON CREEK HOSPITAL,1201 CANYON CREEK DRIVE,TEMPLE,,TX,76502,BELL,3810,795831,2023,0,0,0,0,0,0,0,0,0,0,70,0,70,872,67,18570,25550,0,128.6,0,0,113,10,2859,726,0,0,0,0,0,0
454153,SETTLED,01/01/2023,12/31/2023,CARRUS BEHAVIORAL HOSPITAL  LLC,1724 W US HWY 82  SUITE 200,SHERMAN,,TX,75092,,7640,778007,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454154,AS_SUBMITTED,01/01/2023,12/31/2023,OCEANS BEHAVIORAL HOSPITAL AMARILLO,7501 WALLACE BLVD,AMARILLO,,TX,79124,POTTER,320,775756,2023,0,0,0,0,0,0,0,0,0,0,28,0,28,2855,0,7709,10220,0,61.58,0,0,179,0,566,0,0,0,0,0,0,0
454155,SETTLED,01/01/2023,12/31/2023,OCEANS BEHAVIORAL HOSPITAL CORPUS CH,600 ELIZABETH ST BUILDING B  4TH FLO,CORPUS CHRISTI,,TX,78404,NUECES,1880,777143,2023,0,0,0,0,0,0,0,0,0,0,42,0,42,1432,0,13339,15330,0,84.42,0,0,119,0,1386,0,0,0,0,0,0,0
454155,SETTLED,11/17/2022,12/31/2022,OCEANS BEHAVIORAL HOSPITAL CORPUS CH,600 ELIZABETH ST BUILDING B  4TH FLO,CORPUS CHRISTI,,TX,78404,NUECES,1880,748589,2023,0,0,0,0,0,0,0,0,0,0,42,0,42,64,0,1041,1890,0,68.01,0,0,6,0,137,0,0,0,0,0,0,0
454156,AS_SUBMITTED,07/01/2023,06/30/2024,VOYAGES OF SUGAR LAND BH,11931 HIGHWAY 6 S,SUGAR LAND,,TX,77498,FORT BEND,3360,791048,2023,0,0,0,0,0,0,0,0,0,0,60,0,60,2590,50,15051,21960,0,96.73,0,0,183,2,1196,103,0,0,0,0,0,0
454156,SETTLED,02/01/2023,06/30/2023,VOYAGES OF SUGAR LAND BH,11931 HIGHWAY 6 S,SUGAR LAND,,TX,77498,FORT BEND,3360,763448,2023,0,0,0,0,0,0,0,0,0,0,60,0,60,1023,0,2865,9000,0,69.03,0,0,68,0,234,1,0,0,0,0,0,0
454157,SETTLED,04/07/2023,12/31/2023,OCEANS BEHAVIORAL HOSPITAL LUBBOCK,4202 PRINCETON ST,LUBBOCK,,TX,79415,LUBBOCK,4600,783754,2023,0,0,0,0,0,0,0,0,0,0,32,0,32,1050,0,4806,8608,0,114.3,0,0,79,0,442,0,0,0,0,0,0,0
454158,SETTLED,07/15/2023,06/30/2024,VOYAGES OF CONROE BH,1317 S. LOOP 336 WEST,CONROE,,TX,77304,MONTGOMERY,3360,797917,2023,0,0,0,0,0,0,0,0,0,0,64,0,64,2034,0,8153,22528,0,60.91,0,0,135,0,618,37,0,0,0,0,0,0
460001,AMENDED,01/01/2023,12/31/2023,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST,PROVO,50390,UT,84604,UTAH,6520,795698,2023,1284501,0,87395,1371896,1686565,0,1686565,456920,212547,669467,340,27,367,14419,18704,82275,133955,26,2273.55,0,0,3380,2119,17772,962,180,33,295,7,1257,429
460003,AS_SUBMITTED,07/01/2023,06/30/2024,HOLY CROSS HOSPITAL - SALT LAKE,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,,UT,84102-1507,SALT LAKE,7160,793767,2023,160778,0,45814,206592,170490,0,170490,120613,85106,205719,92,0,92,936,493,5032,33672,3.37,358.15,0,0,300,107,1468,161,0,1,0,1,16,8
460003,AS_SUBMITTED,05/01/2023,06/30/2023,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,,UT,84102-1507,SALT LAKE,7160,758595,2023,5623,0,1337,6960,27245,0,27245,50242,16281,66523,102,0,102,218,29,1024,6222,0.96,61.12,0,0,62,14,295,28,0,0,0,0,18,11
460004,AMENDED,01/01/2023,12/31/2023,MCKAY-DEE HOSPITAL,4401 HARRISON BLVD,OGDEN,,UT,84403-,WEBER,7160,795613,2023,1288545,0,140531,1429076,1186920,0,1186920,520754,341751,862505,236,14,250,11308,7593,56302,91250,20.95,1848,0,0,2959,1255,13970,1487,383,24,836,28,3160,353
460005,AS_SUBMITTED,06/01/2023,05/31/2024,OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,,UT,84405,WEBER,7160,788860,2023,0,0,0,0,426951,0,426951,0,0,0,174,0,174,4980,0,34912,63684,0,744.58,0,0,1173,0,8368,2162,0,25,0,0,0,276
460006,AMENDED,01/01/2023,12/31/2023,LDS HOSPITAL,8TH AVENUE AND C STREET.,SALT LAKE CITY,,UT,84143-,SALT LAKE,7160,795729,2023,42143,0,4316,46459,379291,0,379291,21336,20704,42040,226,12,238,4275,5588,35929,86870,1.97,1069.51,4.18,0,825,1144,8173,825,524,0,256,0,1287,0
460007,AMENDED,01/01/2023,12/31/2023,CEDAR CITY HOSPITAL,1303 NORTH MAIN,CEDAR CITY,,UT,84720,IRON,0,794855,2023,0,0,0,0,101404,0,101404,0,0,0,48,7,55,1165,822,5247,20075,0,357.2,0,0,393,235,2054,278,0,0,0,0,0,0
460009,AS_SUBMITTED,07/01/2023,06/30/2024,U OF U HOSPITALS & CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,,UT,84132,SALT LAKE COUNTY,7160,799443,2023,25103892,0,1615798,26719690,3478680,0,3478680,4718357,5287129,10005486,640,17,657,36282,29576,196002,240384,473.49,12298.2,0,0,6355,4905,37270,4362,323,37,885,71,4034,863
460010,AMENDED,01/01/2023,12/31/2023,INTERMOUNTAIN MEDICAL CENTER,5121 S COTTONWOOD ST,MURRAY,,UT,84157-7000,SALT LAKE,7160,795012,2023,5392319,0,323559,5715878,1870096,0,1870096,1921878,938813,2860691,486,18,504,23435,20299,135310,183960,73.98,3719.59,14.63,0,4890,2226,27262,2126,0,43,0,72,0,592
460011,AS_SUBMITTED,01/01/2023,12/31/2023,CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,PRICE,,UT,84501-,CARBON,0,776822,2023,0,0,0,0,167738,0,167738,0,0,0,39,0,39,1645,684,4377,14235,0,272.1,0,0,630,231,1368,53,0,0,0,0,0,0
460013,AS_SUBMITTED,09/01/2023,08/31/2024,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,,UT,84651,,6520,797538,2023,0,0,0,0,282063,0,282063,0,0,0,119,5,124,1374,1757,11082,45384,0,255.61,0,0,415,361,2991,347,0,0,0,0,0,0
460014,AS_SUBMITTED,01/01/2023,12/31/2023,MOUNTAIN WEST MEDICAL CENTER,211 SOUTH 100 EAST,TOOELE,,UT,84074,,0,777282,2023,0,0,0,0,53692,0,53692,0,0,0,36,0,36,912,211,5066,13140,0,266.38,0,0,309,60,1715,223,0,0,0,0,0,0
460015,AMENDED,01/01/2023,12/31/2023,LOGAN REGIONAL HOSPITAL,1400 NORTH 500 EAST,LOGAN,,UT,84341-,CACHE,0,795730,2023,0,0,0,0,182745,0,182745,0,0,0,114,15,129,3155,2477,18750,47085,0,786.64,0,0,891,434,5665,556,103,0,47,0,391,0
460017,AS_SUBMITTED,09/01/2023,08/31/2024,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,,UT,84302-4724,BOX ELDER,0,796973,2023,0,0,0,0,22906,0,22906,0,0,0,40,0,40,497,67,2815,14640,0,135.16,0,0,178,23,990,173,0,0,0,0,0,0
460019,AS_SUBMITTED,07/01/2023,06/30/2024,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,752,UT,84066,DUCHESNE,0,793132,2023,0,0,0,0,59893,0,59893,0,0,0,32,0,32,789,1026,4240,11528,0,554.1,0,0,263,400,1474,18,0,0,0,0,0,0
460021,AMENDED,01/01/2023,12/31/2023,ST GEORGE REGIONAL HOSPITAL,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,,UT,84790,WASHINGTON,0,795731,2023,0,0,0,0,1216593,0,1216593,0,0,0,256,30,286,20044,7756,66295,104390,0,2004.87,9.88,0,5300,1135,17784,1566,583,15,0,16,1303,314
460023,AMENDED,01/01/2023,12/31/2023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,,UT,84003-,UTAH,6520,795557,2023,0,0,0,0,65239,0,65239,0,0,0,90,17,107,2161,1937,21537,39055,0,670.47,0,0,666,485,6170,500,0,0,0,0,0,0
460026,AMENDED,01/01/2023,12/31/2023,SEVIER VALLEY HOSPITAL,100 NORTH MAIN,RICHFIELD,,UT,84701,SEVIER,0,796044,2023,0,0,0,0,35179,0,35179,0,0,0,24,0,24,592,454,2167,8760,0,157.81,0,0,201,142,743,15,0,0,0,0,0,0
460030,AS_SUBMITTED,02/01/2023,01/31/2024,ASHLEY REGIONAL MEDICAL CENTER,151 WEST 200 NORTH,VERNAL,,UT,84078,UINTAH,0,777578,2023,0,0,0,0,52772,0,52772,0,0,0,39,0,39,506,700,2686,14235,0,207.45,0,0,210,258,1043,28,0,0,0,0,0,0
460039,AMENDED,01/01/2023,12/31/2023,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,,UT,84337-,BOX ELDER,0,797183,2023,0,0,0,0,10737,0,10737,0,0,0,16,2,18,103,124,782,6570,0,112.64,0,0,48,38,339,38,0,0,0,0,0,0
460041,AS_SUBMITTED,05/01/2023,06/30/2023,HOLY CROSS HOSPITAL - DAVIS,1600 WEST ANTELOPE DRIVE,LAYTON,,UT,84041,DAVIS,7160,772715,2023,0,0,0,0,16191,0,16191,0,0,0,195,0,195,486,147,3122,11895,0,65.69,0,0,123,37,734,80,0,0,13,0,88,0
460041,AS_SUBMITTED,07/01/2023,06/30/2024,HOLY CROSS HOSPITAL - DAVIS,1600 WEST ANTELOPE DRIVE,LAYTON,,UT,84041,DAVIS,7160,793134,2023,0,0,0,0,100479,0,100479,0,0,0,110,0,110,2752,1068,17009,40260,0,661.59,0,0,745,139,4246,0,0,0,111,0,604,0
460042,AS_SUBMITTED,10/01/2022,09/30/2023,LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,BOUNTIFUL,,UT,84010,,7160,767827,2023,0,0,0,0,184021,0,184021,0,0,0,64,5,69,1865,1000,11331,31671,0,334.25,0,0,627,173,3004,327,0,0,8,0,157,0
460043,AMENDED,01/01/2023,12/31/2023,OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,OREM,X,UT,84057-,UTAH,6520,794528,2023,0,0,0,0,487,0,487,0,0,0,24,6,30,5,384,2450,10950,0,135.29,0,0,3,38,709,127,0,0,0,0,0,0
460044,AMENDED,01/01/2023,12/31/2023,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,,UT,84094,SALT LAKE,7160,795558,2023,0,0,0,0,49449,0,49449,0,0,0,57,8,65,1529,818,9400,23725,0,443.26,0,0,467,263,2876,358,0,0,0,0,0,0
460047,AS_SUBMITTED,07/01/2023,06/30/2024,ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,,UT,84124,,7160,792482,2023,876449,0,69372,945821,804623,0,804623,373075,218369,591444,275,0,275,9741,3608,52214,99591,14.46,1135.58,0,0,2446,599,12699,1184,0,0,213,5,837,357
460049,AS_SUBMITTED,01/01/2023,12/31/2023,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 3RD EAST,MURRAY,,UT,84107,SALT LAKE,7160,775961,2023,0,0,0,0,0,0,0,0,0,0,14,0,14,82,1,404,5110,0,205.03,0,0,56,1,307,10,0,0,0,0,0,0
460051,AS_SUBMITTED,05/01/2023,06/30/2023,HOLY CROSS HOSPITAL - JORDAN VALLEY,3580 W 9000 SOUTH,WEST JORDAN,,UT,84088,SALT LAKE,7160,778956,2023,0,0,0,0,57673,0,57673,0,0,0,169,0,169,685,477,5359,10309,0,152.65,0,0,172,119,1440,233,0,0,26,0,142,14
460051,AS_SUBMITTED,07/01/2023,06/30/2024,HOLY CROSS HOSPITAL - JORDAN VALLEY,3580 W 9000 SOUTH,WEST JORDAN,,UT,84088,SALT LAKE,7160,793136,2023,0,0,0,0,342060,0,342060,0,0,0,159,0,159,3972,2843,32066,58194,0,1178.31,0,0,1078,585,8514,944,95,5,184,4,911,146
460052,AS_SUBMITTED,01/01/2023,12/31/2023,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,,UT,84057-,UTAH,6520,777284,2023,0,0,0,0,168266,0,168266,0,0,0,117,5,122,1199,950,16899,44530,0,446.5,0,0,383,241,4309,529,0,0,0,0,0,0
460054,AS_SUBMITTED,04/01/2023,03/31/2024,CACHE VALLEY HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,,UT,84341,CACHE,0,783755,2023,0,0,0,0,17178,0,17178,0,0,0,28,0,28,196,132,1677,10248,0,121.27,0,0,74,70,597,106,0,0,0,0,0,0
460057,AMENDED,01/01/2023,12/31/2023,PARK CITY HOSPITAL,900 ROUND VALLEY DRIVE,PARK CITY HOSPITAL,,UT,84060-,SUMMIT,0,795392,2023,0,0,0,0,19702,0,19702,0,0,0,37,0,37,575,361,2914,13505,0,324.91,0,0,228,110,1213,49,0,0,0,0,0,0
460058,AMENDED,01/01/2023,12/31/2023,RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,,UT,84065-,SALT LAKE,7160,795792,2023,0,0,0,0,47170,0,47170,0,0,0,87,9,96,1551,2055,18134,35040,0,595.66,0,0,479,322,5702,500,0,0,0,0,0,0
460060,AS_SUBMITTED,07/01/2023,06/30/2024,LONE PEAK HOSPITAL,11925 S STATE STREET,DRAPER,,UT,84020,UNITED STATES,7160,791786,2023,3733,0,312,4045,0,0,0,615,1044,1659,61,0,61,880,215,12592,22326,0.07,352.63,0,0,314,51,3338,803,0,0,0,0,0,0
460061,AMENDED,01/01/2023,12/31/2023,LAYTON HOSPITAL,201 W. LAYTON PKWY,LAYTON,,UT,84041-3692,DAVIS,7160,795699,2023,0,0,0,0,77040,0,77040,0,0,0,37,6,43,905,1250,9647,15695,0,391.07,0,0,347,180,2573,320,0,0,0,0,0,0
460062,AMENDED,01/01/2023,12/31/2023,SPANISH FORK HOSPITAL,765 E MARKET PLACE DR,SPANISH FORK,,UT,84660,UTAH,6520,795701,2023,0,0,0,0,28022,0,28022,0,0,0,21,12,33,423,506,4426,12045,0,268.68,0,0,156,138,1631,174,0,0,0,0,0,0
461300,AMENDED,01/01/2023,12/31/2023,DELTA COMMUNITY HOSPITAL,126 S WHITE SAGE AVE,DELTA,,UT,84624,MILLARD,0,794529,2023,0,0,0,0,0,0,0,0,0,0,18,3,21,267,112,734,7665,0,59.9,0,0,55,35,186,3,0,0,0,0,0,0
461301,AMENDED,01/01/2023,12/31/2023,FILLMORE COMMUNITY HOSPITAL,674 SOUTH HIGHWAY 99,FILLMORE,,UT,84631-,MILLARD,0,795559,2023,0,0,0,0,0,0,0,0,0,0,19,2,21,384,67,916,7665,0,53.43,0,0,74,17,221,10,0,0,0,0,0,0
461302,AS_SUBMITTED,01/01/2023,12/31/2023,MOAB REGIONAL HOSPITAL,450 WEST WILLIAMS WAY,MOAB,,UT,84532,GRAND,0,772854,2023,0,0,0,0,0,0,0,0,0,0,17,0,17,760,167,1640,6205,0,228,0,0,142,48,399,7,0,0,0,0,0,0
461303,AMENDED,01/01/2023,12/31/2023,SANPETE VALLEY HOSPITAL,1100 SOUTH MEDICAL DRIVE,MT PLEASANT,,UT,84647,SANPETE,0,795702,2023,0,0,0,0,0,0,0,0,0,0,18,0,18,327,153,1265,6570,0,10.29,0,0,99,49,377,21,0,0,0,0,0,0
461304,AS_SUBMITTED,07/01/2023,06/30/2024,CENTRAL VALLEY MEDICAL CENTER,48 WEST 1500 NORTH,NEPHI,412,UT,84648,JUAB,0,791188,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1371,245,3316,9150,0,279.51,0,0,169,72,632,0,0,0,0,0,0,0
461305,AS_SUBMITTED,01/01/2023,12/31/2023,MILFORD  MEMORIAL HOSPITAL,850 NORTH MAIN STREET,MILFORD,PO BOX 640,UT,84751,BEAVER,0,776532,2023,0,0,0,0,0,0,0,0,0,0,23,0,23,179,3390,6268,8395,0,38.84,0,0,14,2,32,0,0,0,0,0,0,0
461306,AMENDED,07/01/2023,06/30/2024,GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH,GUNNISON,759,UT,84634-,SANPETE,0,800663,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1122,256,2588,9150,0,141.85,0,0,124,75,453,6,0,0,0,0,0,0
461307,AMENDED,01/01/2023,12/31/2023,HEBER VALLEY HOSPITAL,1485 SOUTH HIGHWAY 40,HEBER CITY,,UT,84032-,WASATCH,0,795560,2023,0,0,0,0,0,0,0,0,0,0,19,4,23,425,136,1842,8395,0,153.1,0,0,140,38,674,41,0,0,0,0,0,0
461308,AS_SUBMITTED,01/01/2023,12/31/2023,SAN JUAN HEALTH SERVICES DISTRICT,380 WEST 100 NORTH,MONTICELLO,308,UT,84535,SAN JUAN,0,773480,2023,0,0,0,0,0,0,0,0,0,0,21,0,21,306,99,711,7665,0,95.52,0,0,69,35,262,0,0,0,0,0,0,0
461309,AS_SUBMITTED,01/01/2023,12/31/2023,KANE COUNTY HOSPITAL,355 MAIN ST,KANAB,,UT,84741-,KANE,2620,777000,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,397,2478,5127,9125,0,91.27,0,0,55,27,118,0,0,0,0,0,0,0
461310,AS_SUBMITTED,10/01/2022,09/30/2023,BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,,UT,84511,SAN JUAN COUNTY,0,764663,2023,0,0,0,0,0,0,0,0,0,0,11,0,11,456,565,1418,4015,0,97.86,0,0,99,161,385,0,0,0,0,0,0,0
461333,AMENDED,01/01/2023,12/31/2023,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,,UT,84759,GARFIELD,0,795703,2023,0,0,0,0,0,0,0,0,0,0,15,1,16,784,109,1296,5840,0,75.86,0,0,97,27,254,7,0,0,0,0,0,0
461335,AS_SUBMITTED,07/01/2023,06/30/2024,BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST,BEAVER,1670,UT,84713,BEAVER,0,794081,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,170,2451,3341,9150,0,111.13,0,0,42,7,128,0,0,0,0,0,0,0
462003,AS_SUBMITTED,01/01/2023,12/31/2023,WESTERN PEAKS SPECIALTY HOSPITAL,401 SOUTH 400 EAST,BOUNTIFUL,,UT,84010,DAVIS,7160,769305,2023,0,0,0,0,0,0,0,0,0,0,59,0,59,1529,4141,12442,21535,0,95.25,0,0,56,0,272,0,0,0,0,0,0,0
462004,AS_SUBMITTED,09/01/2023,05/18/2024,KPC PROMISE HOSPITAL OF SALT LAKE,8TH AVENUE C STREET,SALT LAKE CITY,,UT,84143,SALT LAKE,7160,797054,2023,0,0,0,0,0,0,0,0,0,0,38,0,38,1393,1732,6285,9918,0,0,0,0,50,40,187,0,0,0,0,0,0,0
462005,AS_SUBMITTED,07/01/2023,06/30/2024,UTAH VALLEY SPECIALTY HOSPITAL,306 WEST RIVER BEND LANE,PROVO,,UT,84604,UTAH,6520,790539,2023,0,0,0,0,0,0,0,0,0,0,18,0,18,1387,1761,6530,11956,0,96.38,0,0,53,38,212,0,0,0,0,3,0,42
463025,AMENDED,01/01/2023,12/31/2023,ENCOMPASS HEALTH REHABILITATION HOSP,8074 SOUTH 1300 EAST,SANDY,,UT,84094,SALT LAKE,7160,796221,2023,0,0,0,0,0,0,0,0,0,0,84,0,84,7093,111,13620,30660,0,129.2,0,0,527,9,994,62,0,0,0,0,0,0
463027,AS_SUBMITTED,01/01/2023,12/31/2023,NORTHERN UTAH REHABILITATION HOSPITA,5825 HARRISON BLVD,SOUTH OGDEN,,UT,84403,WEBER,7160,774199,2023,0,0,0,0,0,0,0,0,0,0,40,0,40,4840,107,6481,14600,0,76.06,0,0,331,5,429,19,0,0,0,0,0,0
463301,AMENDED,01/01/2023,12/31/2023,PRIMARY CHILDRENS HOSPITAL,DR,SALT LAKE CITY,NONE,UT,84113-,SALT LAKE,7160,795614,2023,0,0,0,0,0,0,0,0,160,160,287,0,287,15,11447,82929,104755,159.89,3180.26,18.83,0,7,1241,13460,3616,0,0,0,0,0,0
464001,AS_SUBMITTED,07/01/2023,06/30/2024,UTAH STATE HOSPITAL,1300 E. CENTER STREET,PROVO,,UT,84606,,6520,790696,2023,0,0,0,0,0,0,0,0,0,0,358,0,358,496,19849,108934,130670,0,820,0,0,6,54,281,0,0,0,0,0,0,0
464007,SETTLED,07/01/2023,06/30/2024,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,592 WEST 1350 SOUTH,WOOD CROSS,,UT,84087,,7160,787271,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464012,SETTLED,01/01/2023,12/31/2023,MARIAN CENTER,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,,UT,84115,SALT LAKE,7160,784387,2023,0,0,0,0,0,0,0,0,0,0,12,0,12,1716,0,3717,4380,0,23.69,0,0,96,0,227,0,0,0,0,0,0,0
464013,AS_SUBMITTED,01/01/2023,12/31/2023,SALT LAKE CITY BEHAVIORAL HEALTH,3802 SOUTH 700 EAST,SALT LAKE CITY,,UT,84106,SALT LAKE,7160,772402,2023,0,0,0,0,0,0,0,0,0,0,118,0,118,3971,0,27255,43070,0,194.76,0,0,193,0,2018,394,0,0,0,0,0,0
464014,SETTLED,01/01/2023,12/31/2023,ASPEN GROVE BEHAVIORAL HOSPITAL,1350 EAST 750 NORTH,OREM,,UT,84097,UTAH,6520,774338,2023,0,0,0,0,0,0,0,0,0,0,80,0,80,297,1529,21656,29200,0,147.7,0,0,26,104,2573,0,0,0,0,0,0,0
464015,SETTLED,01/01/2023,12/31/2023,HIGHLAND RIDGE HOSPITAL,7309 SOUTH 180 WEST,MIDVALE,,UT,84047,SALT LAKE,7160,781038,2023,0,0,0,0,0,0,0,0,0,0,67,0,67,1017,0,16476,24455,0,126.17,0,0,77,0,1707,0,0,0,0,0,0,0
470001,AS_SUBMITTED,10/01/2022,09/30/2023,CENTRAL VERMONT HOSPITAL,130 FISHER ROAD,BARRE,547,VT,05641,WASHINGTON,0,765154,2023,0,0,0,0,443738,0,443738,0,0,0,88,12,100,9518,3882,20280,32647,0,1296.51,0,0,1846,916,3514,0,0,0,0,0,0,0
470003,AMENDED,10/01/2022,09/30/2023,UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVENUE,BURLINGTON,,VT,05401,CHITTENDEN,1305,780092,2023,17131599,3700093,1382699,22214391,2628766,567763,3196529,6782157,6019076,12801233,448,11,459,42735,34593,140185,167248,322.24,7475.38,0,0,6481,4516,20252,0,0,0,0,84,0,390
470005,AS_SUBMITTED,10/01/2022,09/30/2023,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN STREET,RUTLAND,,VT,05701,RUTLAND,0,765155,2023,0,0,0,0,810260,0,810260,0,0,0,142,0,142,12865,8588,34750,51830,0,1305.5,0,0,2266,1509,5482,0,0,0,0,0,0,0
470011,AS_SUBMITTED,10/01/2022,09/30/2023,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,BRATTLEBORO,,VT,05301,WINDHAM,0,766149,2023,0,0,0,0,193252,0,193252,0,0,0,47,0,47,2543,979,5889,17155,0,518.9,0,0,701,234,2010,0,0,0,0,0,0,0
470012,AS_SUBMITTED,10/01/2022,09/30/2023,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,,VT,05201-,BENNINGTON,0,764770,2023,0,0,0,0,208576,0,208576,0,0,0,53,0,53,4849,1724,12291,19345,0,822.77,0,0,1159,398,2828,0,0,0,0,0,0,0
470024,AS_SUBMITTED,10/01/2022,09/30/2023,NORTHWESTERN MEDICAL CENTER,133 FAIRFIELD STREET,SAINT ALBANS,,VT,05478-,FRANKLIN,1305,766150,2023,0,0,0,0,236425,0,236425,0,0,0,53,0,53,3773,2373,11041,19345,0,566.33,0,0,938,446,2301,0,0,0,0,0,0,0
471300,AS_SUBMITTED,10/01/2022,09/30/2023,GRACE COTTAGE HOSPITAL,185 GRAFTON ROAD,TOWNSHEND,,VT,05353-0216,WINDHAM,0,762551,2023,0,0,0,0,0,0,0,0,0,0,19,0,19,2423,15,3557,6935,0,132.86,0,0,61,8,102,0,0,0,0,0,0,0
471301,AS_SUBMITTED,10/01/2022,09/30/2023,GIFFORD MEDICAL CENTER,44 SOUTH MAIN STREET,RANDOLPH,2000,VT,05060-,ORANGE,0,764226,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1521,474,3582,9125,0,309.9,0,0,288,127,815,0,0,0,0,0,0,0
